City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Olafsvik,IS,64.8945,-23.7142,37.31,72,99,7.85,overcast clouds
342,Caucaguita,VE,10.3578,-66.8025,69.08,78,17,1.41,few clouds
343,Tufanganj,IN,26.3167,89.6667,81.82,67,89,9.78,moderate rain
344,Sept-Iles,CA,50.2001,-66.3821,33.06,96,96,3.47,overcast clouds
345,Palmer,US,42.1584,-72.3287,56.57,58,75,8.05,broken clouds
346,Iracoubo,GF,5.4802,-53.2011,77.7,87,70,11.05,broken clouds
347,Hualmay,PE,-11.0964,-77.6139,66.54,86,9,9.55,clear sky
348,Fuzhou,CN,26.0614,119.3061,75.09,46,4,3.89,clear sky
349,Belaya Gora,RU,68.5333,146.4167,12.4,86,100,5.55,overcast clouds
350,Samarai,PG,-10.6167,150.6667,84.56,73,86,11.5,overcast clouds
351,Watertown,US,42.3709,-71.1828,58.33,64,0,1.01,clear sky
352,Kutum,SD,14.2,24.6667,70.68,13,55,3.69,broken clouds
353,Sampit,ID,-2.5333,112.95,85.37,73,94,0.74,light rain
354,Hamilton,US,39.1834,-84.5333,66.88,86,40,11.5,scattered clouds
355,Parana,AR,-31.732,-60.5238,60.57,67,1,8.16,clear sky
356,Beidao,CN,34.5686,105.8933,58.66,35,99,3.56,overcast clouds
357,Oeiras Do Para,BR,-2.0031,-49.8544,74.14,98,100,2.86,overcast clouds
358,Lysyanka,UA,49.2523,30.8295,38.88,81,100,18.57,overcast clouds
359,Staraya Poltavka,RU,50.4772,46.4814,49.77,86,93,20.47,overcast clouds
360,Cache Creek,CA,50.8101,-121.3246,34.95,68,100,1.43,light snow
361,Nemuro,JP,43.3236,145.575,36.14,87,100,11.43,overcast clouds
362,Luwuk,ID,-0.9516,122.7875,87.53,57,80,3.62,broken clouds
363,Ullapool,GB,57.8987,-5.1604,47.35,95,100,3.65,light rain
364,Ledyard,US,41.4398,-72.0142,55.15,79,0,3.44,clear sky
365,Deputatskiy,RU,69.3,139.9,5.9,87,100,3.74,overcast clouds
366,Butembo,CD,0.15,29.2833,60.58,79,93,2.35,overcast clouds
367,Segezha,RU,63.7415,34.3222,24.12,99,84,2.77,broken clouds
368,Loiza,PR,18.4313,-65.8802,77.05,81,20,6.91,few clouds
369,Laguna,US,38.421,-121.4238,57.76,52,0,14.97,clear sky
370,Zharkent,KZ,44.1628,80.0,66.49,34,52,4.45,broken clouds
371,Saint Anthony,US,45.0205,-93.218,48.13,84,100,19.57,moderate rain
372,Kathu,TH,7.9178,98.3332,88.7,85,38,11.45,scattered clouds
373,Dehloran,IR,32.6941,47.2679,72.14,25,0,4.47,clear sky
374,Siguiri,GN,11.6667,-9.5,82.38,51,100,2.04,overcast clouds
375,Naze,JP,28.3667,129.4833,70.0,87,33,10.45,scattered clouds
376,Ilhabela,BR,-23.7781,-45.3581,75.02,91,100,3.44,overcast clouds
377,La Cruz,MX,23.9167,-106.9,68.23,81,27,0.65,scattered clouds
378,Mayskiy,RU,47.6931,40.1025,38.61,94,100,16.84,light rain
379,Columbus,US,39.9612,-82.9988,63.54,86,20,9.22,few clouds
380,Penukonda,IN,14.0833,77.5833,80.42,60,98,5.39,overcast clouds
381,Bantry,IE,51.6833,-9.45,45.79,92,51,1.97,broken clouds
382,Saquena,PE,-4.6667,-73.5167,73.09,99,98,0.76,overcast clouds
383,Snezhnogorsk,RU,69.1933,33.2531,19.18,95,41,5.26,scattered clouds
384,Auki,SB,-8.7676,160.7034,86.25,57,23,2.62,few clouds
385,Kargasok,RU,59.0556,80.8572,33.73,99,100,4.27,overcast clouds
386,General Cepeda,MX,25.3833,-101.45,75.07,18,2,5.26,clear sky
387,Saldanha,ZA,-33.0117,17.9442,62.06,90,93,13.2,overcast clouds
388,Dongsheng,CN,39.8161,109.9776,42.17,28,33,16.28,scattered clouds
389,Bizhbulyak,RU,53.6967,54.2642,39.13,95,90,5.26,overcast clouds
390,Bandarbeyla,SO,9.4942,50.8122,78.67,86,10,3.33,clear sky
391,La Gomera,GT,14.0833,-91.05,82.36,70,83,3.53,broken clouds
392,Broome,US,42.2506,-75.833,50.65,61,98,1.99,overcast clouds
393,Menongue,AO,-14.6585,17.691,60.49,96,95,2.57,overcast clouds
394,Aksay,RU,47.26,39.87,43.25,85,100,13.0,overcast clouds
395,Tottori,JP,35.5,134.2333,64.47,88,75,8.05,mist
396,Gondanglegi,ID,-7.7479,112.0132,86.05,61,88,6.64,overcast clouds
397,Codrington,AU,-38.2667,141.9667,65.8,60,92,8.95,overcast clouds
398,Kingaroy,AU,-26.5333,151.8333,76.06,53,71,3.87,broken clouds
399,Te Anau,NZ,-45.4167,167.7167,57.22,53,2,1.23,clear sky
400,Gualaco,HN,15.05,-86.05,68.29,92,49,2.77,scattered clouds
401,Manyana,BW,-23.4,21.7167,64.56,57,57,4.03,broken clouds
402,Zhezkazgan,KZ,47.8043,67.7144,46.38,81,20,6.71,few clouds
403,Atbasar,KZ,51.8,68.3333,47.61,58,97,14.94,overcast clouds
404,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,17.27,scattered clouds
405,Narsaq,GL,60.9167,-46.05,46.62,58,100,6.31,overcast clouds
406,Iberia,US,29.9502,-91.7507,72.09,88,20,32.21,few clouds
407,Xingyi,CN,24.1877,102.817,70.79,50,0,5.1,clear sky
408,Winnemucca,US,40.973,-117.7357,33.85,47,75,4.61,light snow
409,Bachaquero,VE,9.9694,-71.1494,82.45,73,99,3.94,overcast clouds
410,Ribeira Grande,PT,38.5167,-28.7,62.42,81,100,25.84,overcast clouds
411,Turan,VN,16.0678,108.2208,85.98,66,20,1.14,few clouds
412,Fonte Boa,BR,-2.4959,-66.2662,73.81,96,81,2.8,broken clouds
413,Pandan,PH,14.0453,124.1694,83.32,73,83,10.13,broken clouds
414,Paratinga,BR,-12.6906,-43.1842,75.33,68,38,2.26,scattered clouds
415,Birin,NP,26.8865,88.0718,68.61,67,54,3.98,broken clouds
416,North Bend,US,43.4065,-124.2243,43.16,93,100,9.22,overcast clouds
417,Lebanon,US,36.2081,-86.2911,72.18,78,40,6.91,scattered clouds
418,Shenzhen,CN,22.5455,114.0683,82.08,90,20,9.91,few clouds
419,Sola,VU,-13.8833,167.55,82.33,74,62,8.59,broken clouds
420,Karratha,AU,-20.7377,116.8463,91.18,25,2,5.53,clear sky
421,Nacozari,MX,25.3366,-108.2574,70.11,83,0,2.64,clear sky
422,Balykshi,KZ,47.0667,51.8667,64.4,59,0,15.66,clear sky
423,Revelstoke,CA,50.9832,-118.2023,24.55,92,100,4.03,overcast clouds
424,Hasaki,JP,35.7333,140.8333,82.29,74,100,13.44,overcast clouds
425,Puerto Madryn,AR,-42.7692,-65.0385,58.14,43,36,21.7,scattered clouds
426,Jeremie,HT,18.65,-74.1167,77.02,80,9,5.5,clear sky
427,La Ronge,CA,55.1001,-105.2842,15.57,88,74,10.8,broken clouds
428,Trincomalee,LK,8.5711,81.2335,81.36,78,100,6.33,overcast clouds
429,Dodge City,US,37.7528,-100.0171,58.23,30,0,28.77,clear sky
430,Hong Gai,VN,20.956,107.0946,82.31,60,2,3.51,clear sky
431,Darhan,MN,49.4867,105.9228,29.21,78,100,15.39,light snow
432,Ronne,DK,55.1009,14.7066,40.91,70,88,10.36,overcast clouds
433,Ucluelet,CA,48.9329,-125.5528,40.08,86,88,1.01,overcast clouds
434,Catuday,PH,16.2923,119.8062,81.57,70,62,5.73,broken clouds
435,Show Low,US,34.2542,-110.0298,41.29,31,0,16.11,clear sky
436,Kualakapuas,ID,-3.0091,114.3876,90.61,51,100,1.5,overcast clouds
437,Nanortalik,GL,60.1432,-45.2371,32.02,76,100,4.0,overcast clouds
438,Nokaneng,BW,-19.6667,22.2667,68.92,45,100,2.62,overcast clouds
439,Wenling,CN,28.3669,121.36,70.48,85,100,8.21,overcast clouds
440,Ambilobe,MG,-13.2,49.05,70.59,90,95,3.49,overcast clouds
441,Yumen,CN,40.2833,97.2,47.91,13,100,15.01,overcast clouds
442,Cadillac,US,44.2519,-85.4012,53.8,58,100,9.22,overcast clouds
443,Vardo,NO,70.3705,31.1107,28.09,79,65,15.08,light snow
444,Aktash,RU,50.3,87.7333,27.88,60,26,3.78,scattered clouds
445,Ulladulla,AU,-35.35,150.4667,67.77,59,16,8.7,few clouds
446,Sanchursk,RU,56.9413,47.2499,40.96,94,69,5.68,broken clouds
447,Chepareria,KE,1.3077,35.2039,60.48,78,78,4.81,broken clouds
448,Qui Nhon,VN,13.7667,109.2333,83.35,71,26,4.12,scattered clouds
449,Ordu,TR,40.9086,37.6845,34.3,81,90,6.29,overcast clouds
450,Altamira,BR,-3.2033,-52.2064,72.46,99,82,2.3,broken clouds
451,Ferrol,ES,43.4832,-8.2369,56.35,89,98,8.9,overcast clouds
452,Tabuk,PH,17.4189,121.4443,84.33,68,66,3.15,broken clouds
453,Latehar,IN,23.75,84.5,96.08,18,12,1.19,few clouds
454,Port Shepstone,ZA,-30.7414,30.455,69.21,75,100,14.65,light rain
455,Leningradskiy,RU,69.3833,178.4167,2.19,84,54,13.73,broken clouds
456,Tanout,NE,14.9709,8.8879,79.95,28,12,12.03,few clouds
457,Cap Malheureux,MU,-19.9842,57.6142,77.47,86,17,5.01,few clouds
458,Morros,BR,-9.4467,-46.3003,73.87,82,40,3.04,scattered clouds
459,Klyuchi,RU,52.2667,79.1667,44.1,55,0,17.76,clear sky
460,Half Moon Bay,US,37.4636,-122.4286,51.1,69,0,21.85,clear sky
461,Gariaband,IN,20.635,82.0614,93.4,29,79,5.19,broken clouds
462,Gizo,SB,-8.103,156.8419,85.17,67,28,6.24,scattered clouds
463,Tiarei,PF,-17.5333,-149.3333,86.02,75,15,13.82,light rain
464,Jiaocheng,CN,24.6774,116.1389,84.83,49,13,7.0,few clouds
465,Lhokseumawe,ID,5.1801,97.1507,82.63,78,87,7.54,overcast clouds
466,Saint-Augustin,CA,51.226,-58.6502,29.21,90,92,7.05,overcast clouds
467,Salinopolis,BR,-0.6136,-47.3561,78.24,88,100,7.16,light rain
468,Mozarlandia,BR,-14.7447,-50.5706,78.19,64,75,0.36,broken clouds
469,Warrington,GB,53.3925,-2.5802,52.32,90,100,2.3,overcast clouds
470,Mamallapuram,IN,12.6264,80.1722,87.85,71,100,3.15,overcast clouds
471,Rorvik,NO,64.8621,11.2373,38.5,81,100,6.67,overcast clouds
472,San Antonio,US,29.4241,-98.4936,80.35,79,0,21.85,clear sky
473,Nosy Varika,MG,-20.5833,48.5333,71.44,91,82,4.92,light rain
474,Itoman,JP,26.1247,127.6694,79.57,75,75,13.8,broken clouds
475,Samandag,TR,36.0842,35.9771,54.12,57,0,1.54,clear sky
476,Benguela,AO,-12.5763,13.4055,76.39,82,22,3.69,few clouds
477,Wasilla,US,61.5814,-149.4394,51.35,27,0,4.61,clear sky
478,Batetskiy,RU,58.6461,30.3027,26.96,95,8,3.58,clear sky
479,Egvekinot,RU,66.3167,-179.1667,7.72,85,96,11.16,overcast clouds
480,Vila,PT,42.0304,-8.1588,45.48,94,84,2.04,broken clouds
481,Maniitsoq,GL,65.4167,-52.9,21.33,86,8,9.44,clear sky
482,Uruzgan,AF,32.8333,66.0,63.57,14,0,2.28,clear sky
483,Zhifang,CN,30.35,114.3167,59.43,82,100,15.39,light rain
484,Nizhniy Tsasuchey,RU,50.5167,115.1333,43.34,24,46,7.61,scattered clouds
485,Rawson,AR,-43.3002,-65.1023,57.43,47,35,23.06,scattered clouds
486,Shache,CN,38.4167,77.2406,68.58,19,99,1.66,overcast clouds
487,Madang,PG,-5.2246,145.7966,86.99,63,45,7.38,scattered clouds
488,Druzhba,UA,52.0428,33.9453,34.92,100,100,10.87,overcast clouds
489,Moisakula,EE,58.0922,25.1864,31.37,86,14,2.48,few clouds
490,Bisho,ZA,-32.8472,27.4422,57.92,94,52,3.33,broken clouds
491,Pedana,IN,16.2667,81.1667,84.38,71,100,8.72,overcast clouds
492,Aden,YE,12.7794,45.0367,80.83,76,2,9.19,clear sky
493,Matveyev Kurgan,RU,47.5645,38.8695,40.19,92,100,14.79,light rain
494,Mhlume,SZ,-26.0333,31.85,65.62,96,6,2.71,clear sky
495,Ust-Kulom,RU,61.6864,53.6902,36.32,98,100,4.41,overcast clouds
496,Inhambane,MZ,-23.865,35.3833,75.06,91,69,6.62,light rain
497,Dukat,RU,62.55,155.55,7.38,80,56,7.18,broken clouds
498,Norman Wells,CA,65.282,-126.8329,19.04,87,14,6.93,few clouds
499,Zabid,YE,14.1951,43.3152,79.07,51,0,3.71,clear sky
500,Texarkana,US,33.4251,-94.0477,73.62,91,100,11.01,thunderstorm with light rain
501,Sarakhs,IR,36.5449,61.1577,74.19,25,0,8.34,clear sky
502,Le Locle,CH,47.0595,6.7523,49.86,71,100,2.3,overcast clouds
503,Abu Samrah,SY,35.3029,37.1841,46.54,65,0,10.51,clear sky
504,Richards Bay,ZA,-28.783,32.0377,65.84,91,6,5.26,clear sky
505,Botwood,CA,49.1499,-55.3482,36.9,96,99,10.76,overcast clouds
506,Dolores,AR,-36.3132,-57.6792,49.44,72,57,7.43,broken clouds
507,Monaghan,IE,54.25,-6.9667,47.05,96,100,4.54,overcast clouds
508,Bonthe,SL,7.5264,-12.505,75.06,83,100,2.91,light rain
509,Watsa,CD,3.0372,29.5355,62.67,91,73,2.51,broken clouds
510,Takoradi,GH,4.8845,-1.7554,79.66,86,100,6.15,light rain
511,Odweyne,SO,9.4092,45.064,70.9,47,10,8.88,clear sky
512,Kjollefjord,NO,70.9457,27.3465,30.25,64,75,6.91,light snow
513,Portland,US,45.5234,-122.6762,40.48,91,100,10.36,overcast clouds
514,Maunabo,PR,18.0072,-65.8993,76.89,79,21,13.11,few clouds
515,Sosnovo-Ozerskoye,RU,52.5249,111.5418,31.59,41,61,5.55,broken clouds
516,Antofagasta,CL,-23.65,-70.4,60.08,80,37,5.17,scattered clouds
517,Samsun,TR,41.25,36.3333,32.76,93,40,4.61,scattered clouds
518,Zeya,RU,53.75,127.2667,36.68,31,6,8.52,clear sky
519,Purranque,CL,-40.9167,-73.1667,42.13,94,93,0.98,overcast clouds
520,Margate,GB,51.3813,1.3862,50.7,89,74,1.99,broken clouds
521,Do Gonbadan,IR,30.3586,50.7981,77.04,19,100,6.2,overcast clouds
522,Kaeo,NZ,-35.1,173.7833,70.32,72,100,12.12,overcast clouds
523,Liptovsky Hradok,SK,49.0396,19.7234,37.54,86,2,2.91,clear sky
524,Kashi,CN,39.4547,75.9797,66.76,30,100,1.39,overcast clouds
525,Faya,SA,18.3851,42.4509,60.91,50,67,1.12,broken clouds
526,Tonk,IN,26.1667,75.7833,86.99,19,0,9.24,clear sky
527,Iturama,BR,-19.7281,-50.1956,73.69,79,11,2.06,few clouds
528,Goderich,CA,43.7501,-81.7165,48.9,73,100,10.69,overcast clouds
529,Ypsonas,CY,34.6884,32.9574,55.27,71,0,3.44,clear sky
530,Washington,US,47.5001,-120.5015,37.89,68,100,1.14,overcast clouds
531,Choctaw,US,35.4976,-97.2689,75.06,80,40,19.57,scattered clouds
532,Mount Isa,AU,-20.7333,139.5,92.97,22,100,12.66,overcast clouds
533,Pese,PA,7.9,-80.6167,75.79,72,100,7.4,overcast clouds
534,Otane,NZ,-39.8833,176.6333,60.01,96,100,18.14,overcast clouds
535,Ayan,RU,56.45,138.1667,27.52,72,72,7.27,broken clouds
536,Shunyi,CN,40.125,116.6453,60.75,31,0,11.18,clear sky
537,Conakry,GN,9.538,-13.6773,77.47,81,100,9.91,overcast clouds
538,Ukiah,US,39.1502,-123.2078,47.84,68,33,1.01,scattered clouds
539,Buraydah,SA,26.326,43.975,73.63,21,100,6.85,overcast clouds
540,Linxia,CN,35.6003,103.2064,51.98,32,3,6.67,clear sky
541,Kristiinankaupunki,FI,62.2743,21.376,30.56,89,20,4.38,few clouds
542,Arona,ES,28.0996,-16.681,58.12,71,75,4.61,broken clouds
543,Murwara,IN,23.85,80.4,96.42,15,100,10.8,overcast clouds
544,Moose Factory,CA,51.2585,-80.6094,31.55,86,14,8.66,few clouds
545,Beni Mazar,EG,28.4962,30.8029,53.4,68,16,15.17,few clouds
546,Luderitz,NA,-26.6481,15.1594,61.27,77,1,6.33,clear sky
547,Crestview,US,30.7621,-86.5705,69.24,80,0,5.99,clear sky
548,Shitkino,RU,56.3703,98.3543,35.17,67,7,3.83,clear sky
549,Shelburne,CA,44.0787,-80.2041,50.79,56,100,5.03,overcast clouds
550,Tabou,CI,4.423,-7.3528,78.62,90,98,8.25,light rain
551,Zakamensk,RU,50.3741,103.2863,24.39,67,100,7.43,light snow
552,Bestobe,KZ,52.4994,73.0975,42.26,61,98,15.26,overcast clouds
553,Ponta Delgada,PT,37.7333,-25.6667,61.52,94,75,12.66,broken clouds
554,Kalat,PK,29.0225,66.5916,64.08,9,0,3.15,clear sky
555,Minna,NG,9.6139,6.5569,76.46,73,88,4.94,overcast clouds
556,Taoudenni,ML,22.6783,-3.9836,81.43,7,34,9.46,scattered clouds
557,Mont-Dore,NC,-22.2833,166.5833,84.18,71,21,7.85,few clouds
558,Kharan,PK,28.5833,65.4167,80.85,6,22,6.42,few clouds
559,Cairns,AU,-16.9167,145.7667,90.07,64,99,21.85,overcast clouds
560,Rio Grande,BR,-32.035,-52.0986,59.95,75,6,7.99,light rain
561,Paslek,PL,54.0616,19.6593,38.55,71,16,5.3,few clouds
562,San Vicente,AR,-26.6167,-54.1333,62.47,100,99,1.34,overcast clouds
563,Karatu,TZ,-3.3333,35.6667,59.79,96,84,3.18,broken clouds
564,Shakhovskaya,RU,56.0283,35.5097,32.97,100,100,12.46,overcast clouds
565,Ulagan,RU,50.6321,87.9563,34.97,75,84,1.99,broken clouds
566,Cheyenne,US,41.14,-104.8203,27.23,50,0,17.0,clear sky
567,Sisimiut,GL,66.9395,-53.6735,21.42,81,20,5.28,few clouds
568,Taunggyi,MM,20.7833,97.0333,82.65,27,2,2.28,clear sky
569,Tromso,NO,69.6496,18.957,32.38,86,75,3.44,broken clouds
570,Salina,US,38.8403,-97.6114,62.02,40,75,20.0,thunderstorm
571,Kuybyshevo,RU,47.8123,38.9073,41.0,94,100,13.49,moderate rain
572,Pleasanton,US,37.6624,-121.8747,51.03,65,0,17.27,clear sky
573,Ternate,ID,0.8,127.4,84.81,71,74,6.51,broken clouds
574,Yar-Sale,RU,66.8333,70.8333,34.3,100,100,8.48,overcast clouds
575,Ngunguru,NZ,-35.6167,174.5,68.14,72,100,17.6,moderate rain
576,Broken Hill,AU,-31.95,141.4333,74.53,26,0,9.51,clear sky
577,Ereymentau,KZ,51.6199,73.1033,42.3,57,100,17.49,overcast clouds
578,Srednekolymsk,RU,67.45,153.6833,13.66,75,6,5.08,clear sky
579,Kushima,JP,31.4583,131.2333,76.08,73,27,5.88,scattered clouds
580,Kosh-Agach,RU,50.0,88.6667,32.63,52,6,3.33,clear sky
581,Tutoia,BR,-2.7619,-42.2744,77.86,88,100,7.7,overcast clouds
582,San Luis,AR,-33.295,-66.3356,51.8,45,100,4.99,overcast clouds
583,Porto Empedocle,IT,37.2934,13.5264,47.73,78,22,9.01,few clouds
584,Ostrovnoy,RU,68.0531,39.5131,13.91,95,75,6.78,broken clouds
585,Hat Yai,TH,7.0084,100.4767,86.18,74,20,2.3,few clouds
586,Elkton,US,39.6068,-75.8333,62.44,76,38,3.83,scattered clouds
587,Lata,PT,40.1629,-8.3327,50.92,98,29,2.06,scattered clouds
588,San Rafael Del Sur,NI,11.8485,-86.4384,83.5,52,10,15.55,clear sky
589,High Level,CA,58.5169,-117.136,7.66,92,84,2.91,broken clouds
590,Santo Antonio De Padua,BR,-21.5394,-42.1803,71.01,96,67,1.54,broken clouds
591,Turtas,RU,58.9417,69.1325,38.08,81,98,6.67,overcast clouds
592,Bria,CF,6.5423,21.9863,72.99,71,28,1.36,scattered clouds
593,Akureyri,IS,65.6835,-18.0878,25.95,86,78,6.93,broken clouds
594,Tabon,PH,9.2388,117.9946,83.19,74,96,10.0,overcast clouds
595,Merauke,ID,-8.4667,140.3333,86.65,70,79,7.85,broken clouds
596,Basco,PH,20.4487,121.9702,77.25,71,29,6.26,scattered clouds
597,Juba,SS,4.8517,31.5825,73.67,76,55,2.33,broken clouds
598,Kirakira,SB,-10.4544,161.9205,84.94,68,42,7.27,scattered clouds
599,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.83,95,71,4.27,broken clouds
600,Kabare,CD,-2.4683,28.8242,58.89,94,23,2.13,few clouds
601,Korla,CN,41.7597,86.1469,61.83,17,100,10.8,overcast clouds
602,Pemba,MZ,-12.974,40.5178,79.93,77,100,8.79,overcast clouds
603,Weligama,LK,5.9667,80.4167,81.81,81,99,1.97,overcast clouds
604,Hailun,CN,47.45,126.9333,46.67,29,86,8.77,overcast clouds
605,Dingzhou,CN,38.5131,114.9956,62.26,26,69,8.23,broken clouds
606,Benicarlo,ES,40.4165,0.4271,56.89,92,100,2.71,light rain
607,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,70.9,77,86,5.35,overcast clouds
608,Amurzet,RU,47.6967,131.0981,45.09,30,41,12.93,scattered clouds
609,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,88,0,9.22,clear sky
610,Wuwei,CN,37.9281,102.6414,46.24,24,100,3.65,overcast clouds
611,Cordoba,AR,-31.4135,-64.1811,57.76,94,100,2.3,overcast clouds
612,Miragoane,HT,18.4423,-73.0876,78.37,75,2,5.19,clear sky
613,La Orilla,MX,17.9833,-102.2333,74.98,87,99,3.15,overcast clouds
614,Padang,ID,-0.9492,100.3543,84.25,65,30,3.62,scattered clouds
615,San-Pedro,CI,4.7485,-6.6363,77.0,93,100,5.93,light rain
616,Gwadar,PK,25.1216,62.3254,80.11,73,0,6.08,clear sky
617,Kautokeino,NO,69.0125,23.0412,1.71,100,82,1.81,broken clouds
618,Pangnirtung,CA,66.1451,-65.7125,3.56,97,99,5.46,overcast clouds
619,Soe,ID,-9.8607,124.284,80.1,54,88,4.83,moderate rain
620,Kangaatsiaq,GL,68.3065,-53.4641,12.83,98,100,6.89,overcast clouds
621,Dickson,US,36.077,-87.3878,71.8,64,100,14.97,overcast clouds
622,Tura,IN,25.5198,90.2201,81.32,67,17,4.47,few clouds
623,Salym,RU,60.0625,71.4789,36.21,85,100,4.54,overcast clouds
624,Otradnoye,RU,59.7775,30.8181,32.97,94,8,2.64,clear sky
625,Piacabucu,BR,-10.4056,-36.4344,77.09,77,62,6.96,broken clouds
626,Benemerito De Las Americas,MX,16.5167,-90.6439,76.41,79,96,4.74,overcast clouds
627,Bonavista,CA,48.6499,-53.1147,31.48,95,100,26.08,overcast clouds
628,Bloemfontein,ZA,-29.1211,26.214,51.3,72,11,2.28,few clouds
629,Yarada,IN,17.65,83.2667,86.32,70,20,9.22,few clouds
630,Coihaique,CL,-45.5752,-72.0662,49.95,71,40,10.36,scattered clouds
631,Chicama,PE,-7.8447,-79.1469,63.14,83,71,6.85,broken clouds
632,Malkerns,SZ,-26.5667,31.1833,60.3,81,41,5.73,scattered clouds
633,Bereda,ES,43.2686,-7.5406,50.14,98,99,3.47,overcast clouds
634,Kendari,ID,-3.945,122.4989,89.82,55,98,1.97,overcast clouds
635,Georgiyevskoye,RU,58.731,45.024,42.58,99,100,3.62,overcast clouds
636,Meulaboh,ID,4.1363,96.1285,82.4,77,99,1.48,overcast clouds
637,Kholodnyy,RU,62.7167,147.95,12.7,54,26,3.18,scattered clouds
638,Tabory,RU,58.5198,64.5495,37.89,83,100,7.09,overcast clouds
639,Sawtell,AU,-30.3833,153.1,68.02,73,100,11.5,light intensity shower rain
640,Bartica,GY,6.4,-58.6167,77.32,96,17,1.57,few clouds
641,Zhangye,CN,38.9342,100.4517,49.59,17,100,8.32,overcast clouds
642,Santa Maria Del Oro,MX,25.9333,-105.3667,61.88,26,0,11.61,clear sky
643,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,45,0,6.71,clear sky
644,Vicuna,CL,-30.0319,-70.7081,47.93,54,82,1.12,broken clouds
645,Sucua,EC,-2.4667,-78.1667,68.9,93,100,3.22,overcast clouds
646,West Odessa,US,31.8424,-102.4988,81.81,14,0,11.5,clear sky
647,Beloha,MG,-25.1667,45.05,70.68,87,89,10.31,overcast clouds
648,Kaihua,CN,23.3687,104.28,74.84,53,0,7.36,clear sky
649,Anjangaon,IN,21.1631,77.3094,96.03,14,41,6.73,scattered clouds
650,Fort Nelson,CA,58.8053,-122.7002,12.92,91,100,1.92,overcast clouds
651,Tshikapa,CD,-6.4167,20.8,70.12,88,100,1.59,overcast clouds
652,Igrim,RU,63.1906,64.4162,36.16,94,23,8.88,few clouds
653,Ballyshannon,IE,54.5,-8.1833,48.58,94,91,4.72,overcast clouds
654,Palu,ID,-0.8917,119.8707,87.06,68,99,5.06,overcast clouds
655,Yulara,AU,-25.2406,130.9889,94.84,18,36,17.27,scattered clouds
656,Pemangkat,ID,1.1667,108.9667,84.6,69,90,3.85,overcast clouds
657,Salta,AR,-24.7859,-65.4117,63.57,87,100,3.0,overcast clouds
658,Joao Pinheiro,BR,-17.7425,-46.1725,71.47,77,80,4.09,broken clouds
659,Pasni,PK,25.2631,63.471,79.41,78,0,3.94,clear sky
660,Shestakovo,RU,56.4915,103.96,35.28,72,70,3.83,broken clouds
661,Huarmey,PE,-10.0681,-78.1522,67.32,86,72,9.46,broken clouds
662,Mazagao,BR,-0.115,-51.2894,77.05,96,98,3.22,overcast clouds
663,Wanaka,NZ,-44.7,169.15,56.23,60,47,2.77,scattered clouds
664,Las Vegas,US,36.175,-115.1372,58.44,9,0,16.11,clear sky
665,Polunochnoye,RU,60.8697,60.4153,32.99,99,100,4.12,overcast clouds
666,Misratah,LY,32.3754,15.0925,60.24,73,9,20.94,clear sky
667,Goure,NE,13.9835,10.2704,81.01,38,99,11.95,overcast clouds
668,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.94,98,74,0.65,broken clouds
669,Cockburn Town,TC,21.4612,-71.1419,77.16,78,94,25.93,overcast clouds
670,Aswan,EG,24.0934,32.907,66.78,29,3,13.06,clear sky
671,Surt,LY,31.2089,16.5887,60.21,74,96,19.69,overcast clouds
672,Nanning,CN,22.8167,108.3167,82.27,50,1,9.53,clear sky
673,Badiraguato,MX,25.3667,-107.5167,70.7,56,0,1.95,clear sky
674,Mingaora,PK,34.7758,72.3625,69.44,51,100,5.41,overcast clouds
675,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.07,96,89,3.15,overcast clouds
676,Dunmore East,IE,52.1514,-6.9861,49.68,75,84,4.68,broken clouds
677,Dudinka,RU,69.4058,86.1778,34.63,99,100,13.0,overcast clouds
678,Uni,RU,57.7535,51.4923,33.91,98,77,8.08,broken clouds
679,Kafanchan,NG,9.5833,8.3,67.59,93,71,3.74,broken clouds
680,Magadan,RU,59.5667,150.8,31.53,52,63,3.49,broken clouds
681,Namatanai,PG,-3.6667,152.4333,85.98,62,36,7.74,scattered clouds
682,Son La,VN,21.3167,103.9,86.56,44,0,1.28,clear sky
683,Babol,IR,36.5513,52.679,57.42,80,100,17.36,overcast clouds
684,Ekibastuz,KZ,51.6667,75.3667,43.41,61,20,13.67,few clouds
685,Aberdeen,GB,57.1437,-2.0981,43.66,100,100,3.44,overcast clouds
